"","sample_pt","round","final_id","sample_id","subsite","julian_date","impatiens_abundance","native_bee_abundance","bombus_shannon_diversity","floral_diversity","floral_abundance","prop_blueberry","prop_edge","landscape_shdi","number_screened","spp_apicystis","spp_nbombi","spp_ascosphaera","spp_nceranae","spp_crithidia","spp_cexpoeki","spp_cbombi","spp_anycrithidia","spp_anynosema","spp_anyparasite","weightsPar"
"1","ED01","1",NA,"1_ED01","eastdelta3",140,0,0,0,0.448247380404822,3.05346260492546,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","ED01","10","B. impatiens","10_ED01","eastdelta3",233,4,1,0.500402423538188,1.73255208811694,2.28103336724773,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","ED01","10","B. rufocinctus","10_ED01","eastdelta3",233,4,1,0.500402423538188,1.73255208811694,2.28103336724773,0.00033933761805327,0.0511001783111154,0.713468789734675,1,0,0,0,0,0,0,0,0,0,0,1
"4","ED01","2",NA,"2_ED01","eastdelta3",157,0,0,0,1.00128107736386,3.34281731463573,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","ED01","3","B. flavifrons","3_ED01","eastdelta3",167,0,3,1.09861228866811,0.741003389636906,3.09412159584056,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","ED01","3","B. mixtus","3_ED01","eastdelta3",167,0,3,1.09861228866811,0.741003389636906,3.09412159584056,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","ED01","3","B. rufocinctus","3_ED01","eastdelta3",167,0,3,1.09861228866811,0.741003389636906,3.09412159584056,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","ED01","4",NA,"4_ED01","eastdelta3",178,0,0,0,1.72749419867945,2.64738297011462,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","ED01","5","B. flavifrons","5_ED01","eastdelta3",190,1,2,1.09861228866811,1.76312689589413,3.26997967664532,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","ED01","5","B. impatiens","5_ED01","eastdelta3",190,1,2,1.09861228866811,1.76312689589413,3.26997967664532,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","ED01","5","B. rufocinctus","5_ED01","eastdelta3",190,1,2,1.09861228866811,1.76312689589413,3.26997967664532,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","ED01","6","B. flavifrons","6_ED01","eastdelta3",202,5,3,0.900256051268537,1.61115781734392,2.25767857486918,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","ED01","6","B. impatiens","6_ED01","eastdelta3",202,5,3,0.900256051268537,1.61115781734392,2.25767857486918,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","ED01","6","B. rufocinctus","6_ED01","eastdelta3",202,5,3,0.900256051268537,1.61115781734392,2.25767857486918,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","ED01","7","B. californicus","7_ED01","eastdelta3",210,2,3,1.05492016798614,1.68750087232231,2.44870631990508,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","ED01","7","B. impatiens","7_ED01","eastdelta3",210,2,3,1.05492016798614,1.68750087232231,2.44870631990508,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","ED01","7","B. rufocinctus","7_ED01","eastdelta3",210,2,3,1.05492016798614,1.68750087232231,2.44870631990508,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","ED01","8","B. impatiens","8_ED01","eastdelta3",220,5,2,0.598269588585257,1.39731233416238,2.40140054078154,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","ED01","8","B. rufocinctus","8_ED01","eastdelta3",220,5,2,0.598269588585257,1.39731233416238,2.40140054078154,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","ED01","9","B. impatiens","9_ED01","eastdelta3",227,4,2,0.636514168294813,1.64531430907799,2.43775056282039,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ED01","9","B. rufocinctus","9_ED01","eastdelta3",227,4,2,0.636514168294813,1.64531430907799,2.43775056282039,0.00033933761805327,0.0511001783111154,0.713468789734675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","ED02","1",NA,"1_ED02","",140,0,0,0,0,NA,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","ED02","2","B. impatiens","2_ED02","",157,2,0,0,1.02946611506915,2.15228834438306,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","ED02","3",NA,"3_ED02","",167,0,0,0,0.693147180559945,1.32221929473392,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","ED02","4",NA,"4_ED02","",178,0,0,0,0.693147180559945,1.32221929473392,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","ED02","5",NA,"5_ED02","",189,0,0,0,0,2.00432137378264,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","ED02","6","B. impatiens","6_ED02","",202,1,1,0.693147180559945,0,2.00432137378264,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","ED02","6","B. mixtus","6_ED02","",202,1,1,0.693147180559945,0,2.00432137378264,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","ED02","7","B. mixtus","7_ED02","",210,0,1,0,0,1.04139268515823,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","ED02","9","B. californicus","9_ED02","",227,3,1,0.562335144618808,0.304636097349238,2.04532297878666,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","ED02","9","B. impatiens","9_ED02","",227,3,1,0.562335144618808,0.304636097349238,2.04532297878666,0,0.120088557208872,1.13863412466699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","ED03","1",NA,"1_ED03","",140,0,0,0,0,NA,0.0260742804345036,0.0410050976768777,0.777249937138977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","ED03","6",NA,"6_ED03","",202,0,0,0,1.6094379124341,1.70757017609794,0.0260742804345036,0.0410050976768777,0.777249937138977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","ED03A","10","B. impatiens","10_ED03A","eastdelta3",233,1,1,0.693147180559945,1.94591014905531,1.85125834871908,0,0.0420193700907496,0.752844616376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","ED03A","10","B. rufocinctus","10_ED03A","eastdelta3",233,1,1,0.693147180559945,1.94591014905531,1.85125834871908,0,0.0420193700907496,0.752844616376238,1,0,0,0,0,1,0,0,1,0,1,1
"36","ED03A","2",NA,"2_ED03A","eastdelta3",157,0,0,0,0.353288133485761,2.04921802267018,0,0.0420193700907496,0.752844616376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","ED03A","3","B. mixtus","3_ED03A","eastdelta3",167,0,1,0,0.110100081923397,3.00902574208691,0,0.0420193700907496,0.752844616376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","ED03A","4",NA,"4_ED03A","eastdelta3",178,0,0,0,0.494594329721253,2.06069784035361,0,0.0420193700907496,0.752844616376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","ED03A","5",NA,"5_ED03A","eastdelta3",190,0,0,0,1.17299347243951,2.17897694729317,0,0.0420193700907496,0.752844616376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","ED03A","8",NA,"8_ED03A","eastdelta3",220,0,0,0,1.46714758573451,1.6232492903979,0,0.0420193700907496,0.752844616376238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","ED03A","9","B. rufocinctus","9_ED03A","eastdelta3",227,0,2,0,1.73721959070254,1.72427586960079,0,0.0420193700907496,0.752844616376238,2,0,0,0,0,0,0,0,0,0,0,1
"42","ED04","1",NA,"1_ED04","eastdelta3",140,0,0,0,0.0555460752688918,2.00860017176192,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","ED04","10","B. impatiens","10_ED04","eastdelta3",233,1,0,0,0.748693255828837,2.30749603791321,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","ED04","2",NA,"2_ED04","eastdelta3",157,0,0,0,0.609272194698476,2.08635983067475,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","ED04","3","B. flavifrons","3_ED04","eastdelta3",167,0,1,0,0.693147180559945,1.32221929473392,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","ED04","4",NA,"4_ED04","eastdelta3",178,0,0,0,0.110100081923397,2.01283722470517,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","ED04","5",NA,"5_ED04","eastdelta3",189,0,0,0,0.353288133485761,2.04921802267018,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","ED04","7",NA,"7_ED04","eastdelta3",210,0,0,0,1.38629436111989,0.698970004336019,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","ED04","8","B. impatiens","8_ED04","eastdelta3",220,4,0,0,0.110100081923397,2.01283722470517,0,0.11012476282101,1.57921238184118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","ED05","1","B. impatiens","1_ED05","eastdelta3",140,1,0,0,0.85158425391957,1.34242268082221,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","ED05","10",NA,"10_ED05","eastdelta3",233,0,0,0,1.46714758573451,1.6232492903979,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","ED05","2",NA,"2_ED05","eastdelta3",157,0,0,0,1.50600288335417,2.23552844690755,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","ED05","3",NA,"3_ED05","eastdelta3",167,0,0,0,1.77963247115136,2.28555730900777,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","ED05","4","B. flavifrons","4_ED05","eastdelta3",178,0,1,0,1.55966168057644,2.2405492482826,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","ED05","5",NA,"5_ED05","eastdelta3",189,0,0,0,0.69373947359445,2.09342168516224,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","ED05","6","B. impatiens","6_ED05","eastdelta3",202,1,0,0,1.2367339863166,2.1846914308176,0,0.0787470830176976,1.27893803226026,1,0,0,0,0,0,0,0,0,0,0,1
"57","ED05","7","B. impatiens","7_ED05","eastdelta3",210,1,0,0,0.994353691762369,2.14921911265538,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","ED05","8",NA,"8_ED05","eastdelta3",220,0,0,0,1.13324630897781,1.38021124171161,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","ED05","9",NA,"9_ED05","eastdelta3",227,0,0,0,0.997783277909184,1.36172783601759,0,0.0787470830176976,1.27893803226026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","ED06","1",NA,"1_ED06","eastdelta3",140,0,0,0,1.61926049430375,1.64345267648619,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","ED06","10","B. impatiens","10_ED06","eastdelta3",233,1,0,0,1.55966168057644,2.2405492482826,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","ED06","2",NA,"2_ED06","eastdelta3",157,0,0,0,1.30706237811781,1.51851393987789,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","ED06","3","B. mixtus","3_ED06","eastdelta3",167,0,1,0,1.35782954410096,2.51054501020661,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","ED06","4",NA,"4_ED06","eastdelta3",178,0,0,0,1.77445112891026,2.45636603312904,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","ED06","5","B. mixtus","5_ED06","eastdelta3",189,0,1,0,1.81975582315214,2.58092497567562,0,0.0957921506178519,1.03811608583811,1,0,0,0,0,1,0,0,1,0,1,1
"66","ED06","6","B. californicus","6_ED06","eastdelta3",202,1,4,0.950270539233235,1.78556766279124,2.57287160220048,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","ED06","6","B. impatiens","6_ED06","eastdelta3",202,1,4,0.950270539233235,1.78556766279124,2.57287160220048,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","ED06","6","B. mixtus","6_ED06","eastdelta3",202,1,4,0.950270539233235,1.78556766279124,2.57287160220048,0,0.0957921506178519,1.03811608583811,3,0,0,1,0,0,0,0,0,0,1,1
"69","ED06","7","B. impatiens","7_ED06","eastdelta3",210,2,4,0.636514168294813,1.5827896645626,2.42488163663107,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","ED06","7","B. mixtus","7_ED06","eastdelta3",210,2,4,0.636514168294813,1.5827896645626,2.42488163663107,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","ED06","8","B. californicus","8_ED06","eastdelta3",220,3,4,1.00424247305408,1.39208939585922,2.21218760440396,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","ED06","8","B. impatiens","8_ED06","eastdelta3",220,3,4,1.00424247305408,1.39208939585922,2.21218760440396,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","ED06","8","B. mixtus","8_ED06","eastdelta3",220,3,4,1.00424247305408,1.39208939585922,2.21218760440396,0,0.0957921506178519,1.03811608583811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","ED06","9","B. impatiens","9_ED06","eastdelta3",227,1,0,0,2.26925968172878,1.96848294855394,0,0.0957921506178519,1.03811608583811,1,0,0,0,0,0,0,0,0,0,0,1
"75","ED07","1",NA,"1_ED07","eastdelta3",140,0,0,0,1.54473143447952,1.63346845557959,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","ED07","10",NA,"10_ED07","eastdelta3",233,0,0,0,1.40324838601735,1.53147891704226,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","ED07","2",NA,"2_ED07","eastdelta3",157,0,0,0,1.20567904997478,1.50514997831991,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ED07","3",NA,"3_ED07","eastdelta3",168,0,0,0,1.40324838601735,1.53147891704226,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ED07","4",NA,"4_ED07","eastdelta3",178,0,0,0,1.44942664624827,2.21748394421391,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","ED07","5","B. impatiens","5_ED07","eastdelta3",190,1,1,0.693147180559945,1.50632445798453,2.41830129131975,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","ED07","5","B. mixtus","5_ED07","eastdelta3",190,1,1,0.693147180559945,1.50632445798453,2.41830129131975,0.239508149842722,0.0565335366822356,1.43421671688742,1,0,0,0,0,0,0,0,0,0,0,1
"82","ED07","6","B. impatiens","6_ED07","eastdelta3",202,1,2,1.09861228866811,1.38629436111989,1.61278385671974,0.239508149842722,0.0565335366822356,1.43421671688742,1,0,0,0,0,0,0,0,0,0,0,1
"83","ED07","6","B. mixtus","6_ED07","eastdelta3",202,1,2,1.09861228866811,1.38629436111989,1.61278385671974,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","ED07","6","B. rufocinctus","6_ED07","eastdelta3",202,1,2,1.09861228866811,1.38629436111989,1.61278385671974,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","ED07","7",NA,"7_ED07","eastdelta3",210,0,0,0,0.903473594825037,2.32837960343874,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ED07","8",NA,"8_ED07","eastdelta3",220,0,0,0,0.448247380404822,2.05690485133647,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ED07","9",NA,"9_ED07","eastdelta3",227,0,0,0,0.609272194698476,2.08635983067475,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ED08","1",NA,"1_ED08","",140,0,0,0,0.908435057630547,2.12710479836481,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","ED08","10","B. impatiens","10_ED08","",233,1,1,0.693147180559945,1.46714758573451,1.6232492903979,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","ED08","10","B. rufocinctus","10_ED08","",233,1,1,0.693147180559945,1.46714758573451,1.6232492903979,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","ED08","2",NA,"2_ED08","",157,0,0,0,1.02220913112183,2.34635297445064,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ED08","4",NA,"4_ED08","",178,0,0,0,1.54473143447952,1.63346845557959,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ED08","5",NA,"5_ED08","",190,0,0,0,0.514398801764445,3.058426024457,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","ED08","7","B. impatiens","7_ED08","",210,2,0,0,0.609272194698476,2.08635983067475,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ED08","8",NA,"8_ED08","",220,0,0,0,1.37680775047296,1.41497334797082,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ED08","9",NA,"9_ED08","",227,0,0,0,0.609272194698476,2.08635983067475,0.366675944743334,0.0549795945861787,1.51167265166026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ED09","1",NA,"1_ED09","eastdelta2",140,0,0,0,0.117757229680809,3.00945089579869,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ED09","10","B. impatiens","10_ED09","eastdelta2",233,6,0,0,1.20567904997478,1.50514997831991,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","ED09","2",NA,"2_ED09","eastdelta2",157,0,0,0,0.699768260246536,3.09061070782841,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","ED09","4",NA,"4_ED09","eastdelta2",178,0,0,0,1.26804397859171,2.18752072083646,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","ED09","5","B. mixtus","5_ED09","eastdelta2",190,0,1,0,1.62707047178423,2.43616264704076,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","ED09","6","B. impatiens","6_ED09","eastdelta2",202,4,1,0.500402423538188,1.73721959070254,1.72427586960079,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","ED09","6","B. mixtus","6_ED09","eastdelta2",202,4,1,0.500402423538188,1.73721959070254,1.72427586960079,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","ED09","7","B. mixtus","7_ED09","eastdelta2",210,0,1,0,1.6094379124341,1.70757017609794,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","ED09","8","B. impatiens","8_ED09","eastdelta2",220,1,1,0.693147180559945,1.30706237811781,1.51851393987789,0.286625507081347,0.0458025356609087,1.39273389898202,1,0,0,0,0,0,0,0,0,0,0,1
"106","ED09","8","B. rufocinctus","8_ED09","eastdelta2",220,1,1,0.693147180559945,1.30706237811781,1.51851393987789,0.286625507081347,0.0458025356609087,1.39273389898202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","ED10","1",NA,"1_ED10","eastdelta2",140,0,0,0,0.85158425391957,1.34242268082221,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","ED10","10","B. impatiens","10_ED10","eastdelta2",233,2,0,0,1.09861228866811,1.49136169383427,0.384144551302011,0.0365890081733965,1.44700945805608,2,0,0,0,0,0,0,0,0,0,0,1
"109","ED10","2",NA,"2_ED10","eastdelta2",157,0,0,0,1.09861228866811,1.49136169383427,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","ED10","4","B. flavifrons","4_ED10","eastdelta2",178,1,7,0.735621939758795,0.223769265827362,3.01786771896351,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","ED10","4","B. impatiens","4_ED10","eastdelta2",178,1,7,0.735621939758795,0.223769265827362,3.01786771896351,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","ED10","4","B. mixtus","4_ED10","eastdelta2",178,1,7,0.735621939758795,0.223769265827362,3.01786771896351,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","ED10","5","B. impatiens","5_ED10","eastdelta2",190,3,4,0.682908104700472,0.566085738959629,2.08278537031645,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","ED10","5","B. mixtus","5_ED10","eastdelta2",190,3,4,0.682908104700472,0.566085738959629,2.08278537031645,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","ED10","6","B. mixtus","6_ED10","eastdelta2",202,0,1,0,0.566085738959629,1.11394335230684,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","ED10","7","B. impatiens","7_ED10","eastdelta2",210,1,1,0.693147180559945,1.25923291951957,1.39794000867204,0.384144551302011,0.0365890081733965,1.44700945805608,1,0,0,0,0,0,0,0,0,0,0,1
"117","ED10","7","B. mixtus","7_ED10","eastdelta2",210,1,1,0.693147180559945,1.25923291951957,1.39794000867204,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","ED10","8",NA,"8_ED10","eastdelta2",220,0,0,0,0.401151821931259,2.05307844348342,0.384144551302011,0.0365890081733965,1.44700945805608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","ED11","1",NA,"1_ED11","eastdelta1",140,0,0,0,1.3334730391185,2.20682587603185,0.132437756567492,0.123168918317807,2.14762551326701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","ED11","10","B. californicus","10_ED11","eastdelta1",233,2,2,1.03972077083992,1.48687723571837,2.41664050733828,0.132437756567492,0.123168918317807,2.14762551326701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","ED11","10","B. impatiens","10_ED11","eastdelta1",233,2,2,1.03972077083992,1.48687723571837,2.41664050733828,0.132437756567492,0.123168918317807,2.14762551326701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","ED11","10","B. vosnesenskii","10_ED11","eastdelta1",233,2,2,1.03972077083992,1.48687723571837,2.41664050733828,0.132437756567492,0.123168918317807,2.14762551326701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","ED11","2","B. flavifrons","2_ED11","eastdelta1",157,0,1,0,1.40324838601735,2.51982799377572,0.132437756567492,0.123168918317807,2.14762551326701,1,0,0,0,0,0,0,0,0,0,0,1
"124","ED11","3","B. flavifrons","3_ED11","eastdelta1",167,0,1,0,1.3334730391185,2.20682587603185,0.132437756567492,0.123168918317807,2.14762551326701,1,0,0,0,0,0,0,0,0,0,0,1
