"","sample_pt","prop_blueberry_250","prop_edge_250","landscape_shdi_250","prop_blueberry_500","prop_edge_500","landscape_shdi_500","prop_blueberry_750","prop_edge_750","landscape_shdi_750","prop_blueberry_1000","prop_edge_1000","landscape_shdi_1000"
"160","PM44",0.644671485684287,0.108266365141542,1.15499691341052,0.620688780814346,0.0859479991277404,1.26177284082462,0.614922509058482,0.072271449695793,1.31744395365601,0.509753998604753,0.0728418227832631,1.6312860463689
"161","PM45",0.910623435354922,0.0580432851489946,0.358991404013851,0.85134998072905,0.0492981317321541,0.645649078726759,0.663704867554303,0.049151868958449,1.1617079891464,0.511954346470545,0.0731959647278598,1.54548306422581
"162","PM46",0.387919896640827,0.139736757105943,1.6731624374201,0.303911923404601,0.108878656334943,1.65518881933593,0.354004077108368,0.0948300188955687,1.68302892657607,0.412444413942807,0.0796130867275937,1.63216077721623
"163","PM47",0.0525880167958656,0.124031007751938,1.31329407221901,0.26865868439603,0.109347979329266,1.65071282936666,0.330178711722369,0.0986684667274714,1.66809029227171,0.367394169387441,0.0837761343691976,1.74984645383305
"164","PM48",0.370139309509388,0.15659196446598,1.86033933445524,0.456977959001511,0.105645660266358,1.7561465000629,0.422331938179799,0.0960872490191032,1.78331381238756,0.369865033357186,0.100722304766093,1.87996116403218
"165","PM49",0.483756334928423,0.182728612675914,1.47944684182048,0.385094837204585,0.134400040572066,2.01393809629639,0.387934693287821,0.114011323923821,2.03459966642403,0.353597002519084,0.100355366207673,2.0740993557125
"166","PM50",0.00648131322309044,0.17689341167444,1.99530013757731,0.162371186303148,0.147567753975982,2.15777670777191,0.12667538079145,0.131134032720861,2.37410334881368,0.1917228086701,0.111166286129683,2.34807078907345
"167","PM51",0.543914553383944,0.0760377968018091,1.31901614097602,0.355957216973238,0.0901658881940958,1.68523141038697,0.210140625035275,0.0809254296750656,1.90773112976659,0.164358927107626,0.0868773392472469,2.01158642525409
"168","PM51A",0.432442254886125,0.0868599580035536,1.39443995969073,0.332464370847492,0.0873307298270528,1.62460111349258,0.21175110733846,0.076822875513033,1.78975819220188,0.16272496546325,0.0850207728860777,1.99107765129991
"169","PM52",0.692587282676736,0.0295822143246572,0.82477768589409,0.391045926647192,0.0808534160986693,1.69602506140987,0.258399951235921,0.103693653219671,1.99281896430557,0.223175954756307,0.0935146470102307,2.1061788766518
"170","PM52B",0.538654121827616,0.0235215732197299,0.810212269249369,0.365080411618224,0.0833075522510688,1.73605664998841,0.237842475418534,0.0994321709583103,2.10373646509972,0.202319522114896,0.095921453990849,2.18279676088182
"171","PM53",0.284225829900654,0.104434213714563,1.5771485355948,0.236173158153615,0.0852302403058715,2.04069152427727,0.207430501311637,0.0794906063328803,2.14883040476579,0.161081801069905,0.0955402841132233,2.21241574097191
"172","PM54",0.459679373283799,0.119265869811016,1.5265463061186,0.274032073194235,0.100824652337529,2.03739070746214,0.192847919526114,0.0831805786317995,2.04784613435851,0.160342732813795,0.0866732244437327,2.06889831694532
"173","PM54A",0.152176546599903,0.162938136003877,1.91803788504721,0.197811114830255,0.108262585075414,2.08277347512026,0.170188893077984,0.0832962711282789,2.07338237831257,0.157036765473399,0.0823206979864405,2.06919897443743
"174","PM55",0.0162732944335642,0.0985887056068162,1.68084361279712,0.129999492823452,0.0873560886544606,2.17227331504688,0.208348195942621,0.0981677224763289,2.30033900590556,0.195698204593115,0.111390093876569,2.30174900546268
