"","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS","Pgt0","Plt0","Pgt0Stars","Plt0Stars"
"hascrithidia_Intercept",-1.63,1.09,-3.82,0.49,1,11781.67,13126.15,0.06,0.94,"",""
"hasnosema_Intercept",-2.86,1.19,-5.15,-0.43,1,9733.58,12427.02,0.01,0.99,"","***"
"apicystis_Intercept",-2.16,0.77,-3.71,-0.68,1,17650.85,15806.62,0,1,"","***"
"hascrithidia_floral_abundance",-0.06,0.17,-0.4,0.27,1,17191.66,14641.36,0.36,0.64,"",""
"hascrithidia_floral_diversity",-0.08,0.16,-0.39,0.24,1,15752.27,15296.29,0.31,0.69,"",""
"hascrithidia_bombus_richness",-0.05,0.15,-0.34,0.24,1,18269.18,15159.02,0.37,0.63,"",""
"hascrithidia_native_bee_abundance",0,0.02,-0.05,0.04,1,17549.7,15267.39,0.48,0.52,"",""
"hascrithidia_impatiens_abundance",-0.18,0.08,-0.35,-0.02,1,15196.79,13967.84,0.01,0.99,"","***"
"hascrithidia_prop_blueberry_250",-0.29,0.27,-0.83,0.23,1,15732.25,14496.77,0.14,0.86,"",""
"hascrithidia_prop_edge_250",-0.32,0.19,-0.68,0.05,1,13728.65,14076.63,0.04,0.96,"","*"
"hascrithidia_landscape_shdi_250",0.25,0.22,-0.17,0.68,1,11473.59,13016.39,0.88,0.12,"",""
"hascrithidia_casteworker",1.23,0.48,0.34,2.2,1,22140.99,15571.91,1,0,"***",""
"hascrithidia_julian_date",0.45,0.2,0.06,0.86,1,18756.62,15603.38,0.99,0.01,"***",""
"hascrithidia_Ijulian_dateE2",-0.31,0.21,-0.73,0.11,1,17289.28,15489.64,0.07,0.93,"",""
"hasnosema_floral_abundance",-0.17,0.27,-0.71,0.36,1,14444.46,14487.99,0.26,0.74,"",""
"hasnosema_floral_diversity",-0.06,0.27,-0.59,0.46,1,17682.65,14742.57,0.42,0.58,"",""
"hasnosema_bombus_richness",0.28,0.24,-0.18,0.75,1,11758.65,13814.25,0.88,0.12,"",""
"hasnosema_native_bee_abundance",0.02,0.03,-0.05,0.08,1,18101.77,15570.64,0.72,0.28,"",""
"hasnosema_impatiens_abundance",0.2,0.12,-0.05,0.44,1,15031.55,14030.59,0.94,0.06,"",""
"hasnosema_prop_blueberry_250",0.5,0.41,-0.29,1.32,1,14699.42,13001.77,0.9,0.1,"",""
"hasnosema_prop_edge_250",0.02,0.3,-0.57,0.62,1,11250.31,12110.49,0.52,0.48,"",""
"hasnosema_landscape_shdi_250",0.19,0.36,-0.51,0.91,1,14117.61,14237.07,0.72,0.28,"",""
"hasnosema_casteworker",-0.73,0.56,-1.82,0.4,1,22617.3,15386.27,0.1,0.9,"",""
"hasnosema_julian_date",-0.54,0.38,-1.32,0.16,1,12748.1,13398.9,0.07,0.93,"",""
"hasnosema_Ijulian_dateE2",0.13,0.35,-0.59,0.79,1,13770.67,14440.63,0.66,0.34,"",""
"apicystis_floral_abundance",0.13,0.18,-0.23,0.49,1,16959.37,14721.83,0.77,0.23,"",""
"apicystis_floral_diversity",-0.36,0.18,-0.71,-0.02,1,18153.79,15064.95,0.02,0.98,"","**"
"apicystis_bombus_richness",-0.04,0.17,-0.38,0.29,1,17562.93,14793.61,0.4,0.6,"",""
"apicystis_native_bee_abundance",-0.03,0.03,-0.09,0.03,1,18837.64,14897.91,0.15,0.85,"",""
"apicystis_impatiens_abundance",-0.09,0.09,-0.26,0.08,1,20872.76,15255.25,0.16,0.84,"",""
"apicystis_prop_blueberry_250",-0.14,0.27,-0.68,0.4,1,17915.17,15301.37,0.3,0.7,"",""
"apicystis_prop_edge_250",0.11,0.19,-0.26,0.48,1,14770.44,13466.03,0.73,0.27,"",""
"apicystis_landscape_shdi_250",-0.34,0.22,-0.78,0.09,1,13610.64,14089.02,0.06,0.94,"",""
"apicystis_casteworker",0.77,0.6,-0.33,2.04,1,22787.34,14953.84,0.91,0.09,"",""
"apicystis_julian_date",0.49,0.22,0.06,0.93,1,19656.24,15606.43,0.99,0.01,"***",""
"apicystis_Ijulian_dateE2",-0.22,0.26,-0.74,0.27,1,21841.8,15398.02,0.2,0.8,"",""
