"","site","round","sample_pt","sample_id","sampledImp","julian_date","subsite","lat","long","impatiens_abundance","rufocinctus_abundance","californicus_abundance","vos_abundance","flavifrons_abundance","mixtus_abundance","bombus_shannon_diversity","floral_diversity","floral_abundance","prop_blueberry","prop_edge","landscape_shdi","barcode_id","final_id","apidae","apicystis","ascosphaera","nbombii","nceranae","crithidiaspp","cbombii","cexpoeki","caste","hascrithidia","hasnosema","any_parasite","native_bee_abundance","weighted_z_mix","weighted_z_imp","weighted_z_flav","weighted_z_rufo","weighted_z_cal","weighted_z_vos","adjusted_julian"
"499","SD",10,"SD39","10_SD39",TRUE,230,"southdelta2","49.0682854","-123.0740915",2,0,0,1,0,1,1.03972077083992,1.32377156302211,2.38738982633873,0,0.10483472266528,1.44880781300724,"SD10_39_03","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,2,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"500","SD",10,"SD39","10_SD39",TRUE,230,"southdelta2","49.0682854","-123.0740915",2,0,0,1,0,1,1.03972077083992,1.32377156302211,2.38738982633873,0,0.10483472266528,1.44880781300724,"SD10_39_02","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,2,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,2.077464768249
"501","SD",10,"SD39","10_SD39",TRUE,230,"southdelta2","49.0682854","-123.0740915",2,0,0,1,0,1,1.03972077083992,1.32377156302211,2.38738982633873,0,0.10483472266528,1.44880781300724,"SD10_39_04","B. vosnesenskii",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,2,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.35742411873794
"502","SD",10,"SD16","10_SD16",TRUE,230,"","49.068321","-123.071021",1,0,0,0,0,0,0,1.17299347243951,2.17897694729317,0,0.0660009964716768,1.57603429648527,"SD10_16_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"503","SD",10,"SD18A","10_SD18A",TRUE,230,"","49.0661981","-123.0714527",0,0,0,0,0,1,0,1.45795122824956,2.40654018043396,0.1174223360937,0.0743151189804436,1.58312408524034,"SD10_18A_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,2.077464768249
"504","SD",10,"SD19","10_SD19",TRUE,230,"southdelta1","49.0661604","-123.0667177",1,0,0,0,0,0,0,0.340524522686464,3.02694162795903,0.223636865110687,0.0574220452965348,1.7980813703722,"SD10_19_01","B. impatiens",1,0,0,0,0,0,0,0,"worker",0,0,0,0,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"505","SD",10,"SD09","10_SD09",TRUE,230,"southdelta1","49.0661823","-123.0625536",1,0,0,0,0,2,0.636514168294813,1.30706237811781,1.51851393987789,0.0705466811729776,0.0784408427217635,1.97916110994701,"SD10_09_03","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,2,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"506","SD",10,"SD09","10_SD09",TRUE,230,"southdelta1","49.0661823","-123.0625536",1,0,0,0,0,2,0.636514168294813,1.30706237811781,1.51851393987789,0.0705466811729776,0.0784408427217635,1.97916110994701,"SD10_09_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,2,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,2.077464768249
"507","SD",10,"SD09","10_SD09",TRUE,230,"southdelta1","49.0661823","-123.0625536",1,0,0,0,0,2,0.636514168294813,1.30706237811781,1.51851393987789,0.0705466811729776,0.0784408427217635,1.97916110994701,"SD10_09_02","B. mixtus",1,0,0,0,0,0,0,0,"worker",0,0,0,2,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,2.077464768249
"508","SD",10,"SD08","10_SD08",TRUE,230,"southdelta1","49.0684202","-123.0638309",0,0,0,0,0,1,0,1.38629436111989,1.61278385671974,0,0.077126520486454,1.96169701701389,"SD10_08_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,2.077464768249
"509","SD",10,"SD22","10_SD22",TRUE,230,"southdelta1","49.0684855","-123.0576856",0,0,0,0,0,0,0,0.997783277909183,1.36172783601759,0,0.160223985684437,1.7381717022908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,0
"510","SD",10,"SD24","10_SD24",TRUE,230,"southdelta1","49.0659931","-123.0585976",3,0,0,0,0,1,0.562335144618808,0.401151821931259,2.05307844348342,0,0.14110473111228,1.71104328789752,"SD10_24_01","B. impatiens",1,0,0,0,0,0,0,0,"worker",0,0,0,1,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"511","SD",10,"SD24","10_SD24",TRUE,230,"southdelta1","49.0659931","-123.0585976",3,0,0,0,0,1,0.562335144618808,0.401151821931259,2.05307844348342,0,0.14110473111228,1.71104328789752,"SD10_24_03","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"512","SD",10,"SD24","10_SD24",TRUE,230,"southdelta1","49.0659931","-123.0585976",3,0,0,0,0,1,0.562335144618808,0.401151821931259,2.05307844348342,0,0.14110473111228,1.71104328789752,"SD10_24_04","B. impatiens",1,0,0,0,0,0,1,0,"worker",1,0,1,1,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"513","SD",10,"SD24","10_SD24",TRUE,230,"southdelta1","49.0659931","-123.0585976",3,0,0,0,0,1,0.562335144618808,0.401151821931259,2.05307844348342,0,0.14110473111228,1.71104328789752,"SD10_24_02","B. mixtus",1,0,0,0,0,0,0,0,"worker",0,0,0,1,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,2.077464768249
"514","SD",10,"SD31A","10_SD31A",TRUE,230,"","49.064769","-123.0634545",0,0,0,0,0,0,0,0.793730055158425,1.14612803567824,0.24998474935566,0.0436041339413257,1.76887474043403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,0
"515","SD",10,"SD33A","10_SD33A",TRUE,230,"","49.0623307","-123.0634753",0,0,0,0,0,0,0,1.49466779550377,1.54406804435028,0.372107298586391,0.0492304133819491,1.41434138988416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,0
"516","SD",10,"SD06","10_SD06",TRUE,230,"southdelta4","49.0602283","-123.0635157",1,0,0,0,0,0,0,1.25923291951957,1.39794000867204,0.176760725374246,0.142242031190228,1.93788701593801,"SD10_06_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.077464768249,1.03024577085126,4.42381666910676,1.56782246291473,1.56399841702736,1.35742411873794,1.03024577085126
"517","W",10,"W24","10_W24",TRUE,229,"westham2","49.0920602","-123.1542973",0,0,0,0,0,0,0,0.304636097349238,2.04532297878666,0,0.0517006941296897,1.06523997545413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"518","W",10,"W25","10_W25",TRUE,229,"westham2","49.09466","-123.15417",0,0,0,0,0,1,0,0.133029486536164,3.01029995663981,0,0.0365584756414509,0.333728463613259,"W10_25_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"519","W",10,"W29","10_W29",TRUE,229,"westham2","49.0982632","-123.15295",0,0,0,0,0,0,0,1.20567904997478,1.50514997831991,0,0.0341709475139736,1.08295385228122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"520","W",10,"W30","10_W30",TRUE,229,"westham2","49.0955023","-123.1490957",1,0,0,0,0,1,0.693147180559945,0.877640654198537,2.32633586092875,0,0.0299139541682024,1.14368807483195,"W10_30_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"521","W",10,"W30","10_W30",TRUE,229,"westham2","49.0955023","-123.1490957",1,0,0,0,0,1,0.693147180559945,0.877640654198537,2.32633586092875,0,0.0299139541682024,1.14368807483195,"W10_30_02","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"522","W",10,"W26","10_W26",TRUE,229,"westham2","49.0997928","-123.1571369",0,0,0,0,0,0,0,0.0788342585309365,3.00603795499732,0,0.0308647231439672,1.52706551706082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"523","W",10,"W28","10_W28",TRUE,229,"westham2","49.0950509","-123.1575017",0,0,0,0,0,0,0,0.353288133485761,2.04921802267018,0,0.0298385292741952,0.226661035045457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"524","W",10,"W36","10_W36",TRUE,229,"","49.092445","-123.1586349",1,0,0,0,0,0,0,1.13324630897781,1.38021124171161,0,0.0382797983828946,0.963686157610752,"W10_36_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"525","W",10,"W05","10_W05",TRUE,229,"","49.0901064","-123.1603994",0,0,0,0,0,5,0,1.02946611506915,2.15228834438306,0.0424958377286072,0.0597803845811675,1.24130900693542,"W10_05_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,5,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"526","W",10,"W05","10_W05",TRUE,229,"","49.0901064","-123.1603994",0,0,0,0,0,5,0,1.02946611506915,2.15228834438306,0.0424958377286072,0.0597803845811675,1.24130900693542,"W10_05_03","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,5,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"527","W",10,"W05","10_W05",TRUE,229,"","49.0901064","-123.1603994",0,0,0,0,0,5,0,1.02946611506915,2.15228834438306,0.0424958377286072,0.0597803845811675,1.24130900693542,"W10_05_04","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,5,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"528","W",10,"W05","10_W05",TRUE,229,"","49.0901064","-123.1603994",0,0,0,0,0,5,0,1.02946611506915,2.15228834438306,0.0424958377286072,0.0597803845811675,1.24130900693542,"W10_05_05","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,5,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"529","W",10,"W05","10_W05",TRUE,229,"","49.0901064","-123.1603994",0,0,0,0,0,5,0,1.02946611506915,2.15228834438306,0.0424958377286072,0.0597803845811675,1.24130900693542,"W10_05_02","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,5,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"530","W",10,"W01","10_W01",TRUE,229,"westham3","49.0878415","-123.1662845",2,0,0,0,0,0,0,1.15622035126881,2.3654879848909,0.0364176885916016,0.0400826989800544,0.847301945961296,"W10_01_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"531","W",10,"W01","10_W01",TRUE,229,"westham3","49.0878415","-123.1662845",2,0,0,0,0,0,0,1.15622035126881,2.3654879848909,0.0364176885916016,0.0400826989800544,0.847301945961296,"W10_01_02","B. impatiens",1,0,0,0,0,0,0,0,"worker",0,0,0,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"532","W",10,"W02","10_W02",TRUE,229,"westham3","49.0898095","-123.1642782",0,1,0,0,0,0,0,1.62024812365395,2.42813479402879,0.0464404051517536,0.0772635702151828,1.13256835057088,"W10_02_01","B. rufocinctus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,1.5218695814009
"533","W",10,"W09","10_W09",TRUE,229,"","49.0889519","-123.1512088",1,0,0,0,0,0,0,0.832490671379545,2.12057393120585,0.0161698258340253,0.0876356930725853,1.7563452155401,"W10_09_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"534","W",10,"W08","10_W08",TRUE,229,"","49.0864691","-123.1526511",4,0,0,0,0,0,0,0.85158425391957,1.34242268082221,0.0161463227916594,0.0778970740273993,1.51497237788124,"W10_08_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"535","W",10,"W08","10_W08",TRUE,229,"","49.0864691","-123.1526511",4,0,0,0,0,0,0,0.85158425391957,1.34242268082221,0.0161463227916594,0.0778970740273993,1.51497237788124,"W10_08_02","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"536","W",10,"W08","10_W08",TRUE,229,"","49.0864691","-123.1526511",4,0,0,0,0,0,0,0.85158425391957,1.34242268082221,0.0161463227916594,0.0778970740273993,1.51497237788124,"W10_08_03","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"537","W",10,"W08","10_W08",TRUE,229,"","49.0864691","-123.1526511",4,0,0,0,0,0,0,0.85158425391957,1.34242268082221,0.0161463227916594,0.0778970740273993,1.51497237788124,"W10_08_04","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"538","W",10,"W33","10_W33",TRUE,229,"","49.0913947","-123.1468827",0,0,0,0,0,0,0,0.994353691762369,2.14921911265538,0.0842201454740489,0.036909941065598,1.31936882386384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"539","W",10,"W35","10_W35",TRUE,229,"","49.093808","-123.1446511",0,0,0,0,0,0,0,1.20567904997478,1.50514997831991,0.117108987451655,0.0302657483442362,1.77226784854859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"540","W",10,"W23A","10_W23A",TRUE,229,"westham1","49.0903348","-123.1392907",0,0,0,0,0,1,0,2.16029476629445,1.91907809237607,0.174166670903,0.0319669464341089,1.84759575644362,"W10_23A_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"541","W",10,"W22A","10_W22A",TRUE,229,"westham1","49.0934507","-123.1427829",0,0,0,0,0,0,0,0.353288133485761,2.04921802267018,0.185594839122925,0.0269443840766201,1.80428322895014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"542","W",10,"W21","10_W21",TRUE,229,"westham1","49.090392","-123.1427507",0,0,0,0,0,0,0,1.20567904997478,1.50514997831991,0.237430252805776,0.045471993085654,1.47137871773986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"543","W",10,"W19","10_W19",TRUE,229,"westham1","49.0892561","-123.1465705",0,0,0,0,0,0,0,0.304636097349238,2.04532297878666,0.0308492601922153,0.0466405533116598,1.6313861626111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"544","W",10,"W20","10_W20",TRUE,229,"westham1","49.0868017","-123.1425898",0,0,0,0,0,0,0,0.609272194698476,2.08635983067475,0,0.0391785258512429,1.54369344572369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"545","W",10,"W31","10_W31",TRUE,229,"","49.0881977","-123.1485244",0,0,0,0,0,1,0,1.13324630897781,1.38021124171161,0.0161370063228799,0.063640580815302,1.84356560976327,"W10_31_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"546","W",10,"W13","10_W13",TRUE,229,"","49.0821","-123.1561427",0,0,0,0,0,1,0,1.46714758573451,1.6232492903979,0.000540131105705564,0.0872877284754577,1.87709830392127,"W10_13_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"547","W",10,"W40","10_W40",TRUE,229,"","49.08376","-123.16044",0,0,0,0,0,0,0,0.85158425391957,1.34242268082221,0,0.0246704568419527,0.965848075819468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"548","W",10,"W11","10_W11",TRUE,229,"westham3","49.085613","-123.1649155",2,0,0,0,0,1,0.636514168294813,1.2367339863166,2.1846914308176,0.00788242642091443,0.0278268517456311,1.09924114336925,"W10_11_02","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"549","W",10,"W11","10_W11",TRUE,229,"westham3","49.085613","-123.1649155",2,0,0,0,0,1,0.636514168294813,1.2367339863166,2.1846914308176,0.00788242642091443,0.0278268517456311,1.09924114336925,"W10_11_03","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"550","W",10,"W11","10_W11",TRUE,229,"westham3","49.085613","-123.1649155",2,0,0,0,0,1,0.636514168294813,1.2367339863166,2.1846914308176,0.00788242642091443,0.0278268517456311,1.09924114336925,"W10_11_01","B. mixtus",1,0,0,0,0,0,0,0,"worker",0,0,0,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"551","W",10,"W10","10_W10",TRUE,229,"westham3","49.0877613","-123.1628726",0,1,0,0,0,1,0.693147180559945,1.99252556000493,1.85733249643127,0.0464489226152721,0.0502138466672271,1.0183245402172,"W10_10_02","B. mixtus",1,0,0,0,0,0,0,1,"worker",1,0,1,2,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"552","W",10,"W10","10_W10",TRUE,229,"westham3","49.0877613","-123.1628726",0,1,0,0,0,1,0.693147180559945,1.99252556000493,1.85733249643127,0.0464489226152721,0.0502138466672271,1.0183245402172,"W10_10_01","B. rufocinctus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,2,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,1.5218695814009
"553","W",10,"W32","10_W32",TRUE,229,"westham3","49.0861264","-123.1586962",0,0,0,0,0,0,0,1.84603606778573,1.79239168949825,0,0.0174040476835064,0.229152829217872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0
"554","W",10,"W12","10_W12",TRUE,229,"","49.0840043","-123.1535249",1,0,0,0,0,0,0,1.67438926704389,1.7160033436348,0,0.0706790507985019,1.48296413415686,"W10_12_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"555","W",10,"W18","10_W18",TRUE,229,"westham4","49.0821167","-123.1545951",1,0,0,0,0,3,0.562335144618808,1.55966168057644,2.2405492482826,0,0.0952060191657559,1.85109439561416,"W10_18_04","B. impatiens",1,1,0,0,0,0,0,0,"worker",0,0,1,3,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"556","W",10,"W18","10_W18",TRUE,229,"westham4","49.0821167","-123.1545951",1,0,0,0,0,3,0.562335144618808,1.55966168057644,2.2405492482826,0,0.0952060191657559,1.85109439561416,"W10_18_03","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,3,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"557","W",10,"W18","10_W18",TRUE,229,"westham4","49.0821167","-123.1545951",1,0,0,0,0,3,0.562335144618808,1.55966168057644,2.2405492482826,0,0.0952060191657559,1.85109439561416,"W10_18_01","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,3,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"558","W",10,"W18","10_W18",TRUE,229,"westham4","49.0821167","-123.1545951",1,0,0,0,0,3,0.562335144618808,1.55966168057644,2.2405492482826,0,0.0952060191657559,1.85109439561416,"W10_18_02","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,3,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"559","W",10,"W15","10_W15",TRUE,229,"westham4","49.081127","-123.150026",0,0,0,0,0,1,0,0.304636097349238,1.07918124604762,0,0.0518408186556286,1.46691288907728,"W10_15_01","B. mixtus",1,0,0,0,0,0,0,0,"worker",0,0,0,1,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"560","W",10,"W17","10_W17",TRUE,229,"westham4","49.0785706","-123.1520317",1,0,0,0,0,0,0,1.40324838601735,1.53147891704226,0.200276571379184,0.0689356704631681,1.56435118019815,"W10_17_01","B. impatiens",1,0,0,0,0,0,0,0,"worker",0,0,0,0,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"561","W",10,"W16","10_W16",TRUE,229,"westham4","49.080608","-123.1570558",2,0,0,0,0,2,0.693147180559945,0.454951330783877,3.05384642685225,0.0712130609173957,0.0779158554006172,2.05863214430259,"W10_16_01","B. impatiens",1,0,0,0,0,0,0,0,"worker",0,0,0,2,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"562","W",10,"W16","10_W16",TRUE,229,"westham4","49.080608","-123.1570558",2,0,0,0,0,2,0.693147180559945,0.454951330783877,3.05384642685225,0.0712130609173957,0.0779158554006172,2.05863214430259,"W10_16_04","B. impatiens",1,1,0,0,0,1,0,0,"worker",1,0,1,2,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,0.973980931502673
"563","W",10,"W16","10_W16",TRUE,229,"westham4","49.080608","-123.1570558",2,0,0,0,0,2,0.693147180559945,0.454951330783877,3.05384642685225,0.0712130609173957,0.0779158554006172,2.05863214430259,"W10_16_02","B. mixtus",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,2,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"564","W",10,"W16","10_W16",TRUE,229,"westham4","49.080608","-123.1570558",2,0,0,0,0,2,0.693147180559945,0.454951330783877,3.05384642685225,0.0712130609173957,0.0779158554006172,2.05863214430259,"W10_16_03","B. mixtus",1,1,0,0,0,0,1,0,"worker",1,0,1,2,2.03279697998536,0.973980931502673,4.34640687813722,1.5218695814009,1.50358034211583,1.31034475747081,2.03279697998536
"565","ED",10,"ED06","10_ED06",TRUE,233,"eastdelta3","49.0937503","-122.9571174",1,0,0,0,0,0,0,1.55966168057644,2.2405492482826,0,0.095792150617852,1.03811608583811,"ED10_06_01","B. impatiens",NA,NA,NA,NA,NA,NA,NA,NA,"worker",NA,NA,NA,0,2.21146813303993,1.19904028889702,4.65604604201538,1.70568110745621,1.74525264176195,1.49866220253935,1.19904028889702
"566","ED",10,"ED07","10_ED07",TRUE,233,"eastdelta3","49.0970105","-122.9571978",0,0,0,0,0,0,0,1.40324838601735,1.53147891704226,0.239508149842722,0.0565335366822356,1.43421671688742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.21146813303993,1.19904028889702,4.65604604201538,1.70568110745621,1.74525264176195,1.49866220253935,0
