"","site","round","sample_pt","sample_id","year","barcode_id","active_flower","pre_id","final_id","notes","plate","well","microcentrifuge","pollen","natalia_pollen","gut_plate","subsite","lat","long"
"751","W",4,"W32","4_W32",2022,"W4_32_01","RUAR","B. mixtus","B. mixtus","queen","mixtus_DNA_04","E12","y","n","","bcparasite08_G11","westham3","49.0861264","-123.1586962"
"752","ED",2,"ED27","2_ED27",2022,"ED2_27_01","VISA","B. flavifrons","B. flavifrons","","","","y","y","","bcparasite08_G12","eastdelta1","49.1002059","-122.9312067"
"753","ED",5,"ED32","5_ED32",2022,"ED5_32_03","TRRE","B. impatiens","B. impatiens","","impatiens_DNA_10","A1","y","y","","bcparasite08_G2","eastdelta4","49.0910852","-122.9303897"
"754","NR",3,"NR23","3_NR23",2022,"NR3_23_13","RASA","B. rufocinctus","B. rufocinctus","","","","n","y","","bcparasite08_G3","nicomekl3","49.0779816","-122.7790408"
"755","SD",8,"SD39","8_SD39",2022,"SD8_39_08","PHTA","B. vosnesenskii","B. vosnesenskii","","","","y","n","","bcparasite08_G4","southdelta2","49.0682854","-123.0740915"
"756","SD",3,"SD25","3_SD25",2022,"SD3_25_01","SAOF","B. mixtus","B. mixtus","","mixtus_DNA_01","H11","y","n","","bcparasite08_G5","southdelta4","49.058024","-123.0639996"
"757","HR",6,"HR12C","6_HR12C",2022,"HR6_12C_04","VICR","B. mixtus","B. mixtus","queen","mixtus_DNA_06","E11","y","n","","bcparasite08_G6","harvieroad2","49.1604103","-122.7221135"
"758","ED",9,"ED22B","9_ED22B",2022,"ED9_22B_01","VICR","B. impatiens","B. impatiens","","impatiens_DNA_10","B3","y","y","","bcparasite08_G7","eastdelta2","49.1046204","-122.9460145"
"759","SD",4,"SD40","4_SD40",2022,"SD4_40_02","SPJA","B. impatiens","B. impatiens","","impatiens_DNA_10","B7","y","y","","bcparasite08_G8","southdelta2","49.0664297","-123.0753682"
"760","SD",4,"SD13","4_SD13",2022,"SD4_13_02","N/A","B. impatiens","B. impatiens","queen","impatiens_DNA_02","H8","y","n","","bcparasite08_G9","southdelta2","49.0671224","-123.0772778"
"761","NR",8,"NR20","8_NR20",2022,"NR8_20_01","TAVU","B. impatiens","B. impatiens","","impatiens_DNA_03","F2","y","y","","bcparasite08_H10","nicomekl2","49.0864015","-122.779016"
"762","W",4,"W25","4_W25",2022,"W4_25_02","TRRE","B. mixtus","B. mixtus","queen","mixtus_DNA_04","E1","y","n","","bcparasite08_H11","westham2","49.09466","-123.15417"
"763","SD",6,"SD26","6_SD26",2022,"SD6_26_05","VIVI","B. californicus","B. californicus","","","","y","y","","bcparasite08_H12","southdelta4","49.0584528","-123.0671996"
"764","W",10,"W18","10_W18",2022,"W10_18_04","SOCA","B. impatiens","B. impatiens","","impatiens_DNA_10","A2","y","y","","bcparasite08_H2","westham4","49.0821167","-123.1545951"
"765","SD",9,"SD30","9_SD30",2022,"SD9_30_04","RARA","B. californicus","B. californicus","","","","y","n","","bcparasite08_H3","southdelta4","49.0566301","-123.0652652"
"766","SD",6,"SD26","6_SD26",2022,"SD6_26_18","VIVI","B. californicus","B. vosnesenskii","","","","y","y","","bcparasite08_H4","southdelta4","49.0584528","-123.0671996"
"767","NR",3,"NR29","3_NR29",2022,"NR3_29_01","RUAR","B. impatiens","B. impatiens","","impatiens_DNA_04","B2","y","y","","bcparasite08_H5","nicomekl4","49.0749252","-122.7620714"
"768","SD",3,"SD39","3_SD39",2022,"SD3_39_37","PHTA","B. mixtus","B. mixtus","queen","mixtus_DNA_09","C2","y","n","","bcparasite08_H6","southdelta2","49.0682854","-123.0740915"
"769","W",6,"W40","6_W40",2022,"W6_40_02","RUAR","B. flavifrons","B. mixtus","queen","mixtus_DNA_08","A3","y","y","","bcparasite08_H7","","49.08376","-123.16044"
"770","SD",4,"SD25","4_SD25",2022,"SD4_25_03","LUPO","B. mixtus","B. mixtus","","mixtus_DNA_07","H7","n","y","","bcparasite08_H8","southdelta4","49.058024","-123.0639996"
"771","W",4,"W30","4_W30",2022,"W4_30_03","RONU","B. mixtus","B. mixtus","","mixtus_DNA_04","E10","y","","","bcparasite08_H9","westham2","49.0955023","-123.1490957"
"772","ED",6,"ED31","6_ED31",2022,"ED6_31_07","HYRA","B. impatiens","B. impatiens","","impatiens_DNA_10","D3","y","y","","bcparasite03_G10","eastdelta4","49.091685","-122.9349074"
"773","SD",4,"SD39","4_SD39",2022,"SD4_39_07","PHTA","B. impatiens","B. impatiens","","","","n","y","","bcparasite03_H10","southdelta2","49.0682854","-123.0740915"
